,User ID,Name,Email Address,Username,Date of Birth,Age (yrs),Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Membership Duration,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,TLD
1462,1463,Jennifer Pratt,qhayes@example.net,qhayes,1945-02-07,79,Male,West Teresa,2024-03-08,2025-03-08,Annual,365 days,Visa,Auto-renew,Regular,Books,Action,Tablet,Medium,3.6,8,Network(.net)
1463,1464,Christopher Campbell,dawn12@example.com,dawn12,1976-10-18,47,Male,Kellyburgh,2024-03-30,2025-03-30,Annual,365 days,Amex,Manual,Occasional,Clothing,Horror,Tablet,Medium,3.7,7,Commericial(.com)
1464,1465,Brandon Huff,myerskatherine@example.net,myerskatherine,1975-12-19,48,Male,West Jeremy,2024-03-09,2025-03-09,Annual,365 days,Visa,Manual,Regular,Books,Romance,Tablet,Medium,4.3,10,Network(.net)
1465,1466,James Johnston,phamevan@example.com,phamevan,1987-06-08,36,Male,Lake Yvette,2024-03-24,2025-03-24,Monthly,365 days,Mastercard,Auto-renew,Regular,Books,Comedy,Tablet,Medium,4.7,8,Commericial(.com)
1466,1467,Tonya Meyer,garnerjennifer@example.com,garnerjennifer,1945-03-27,79,Male,East Christopher,2024-02-17,2025-02-16,Monthly,365 days,Visa,Auto-renew,Occasional,Clothing,Drama,Smart TV,High,4.0,7,Commericial(.com)
1467,1468,Jose Cole,yjones@example.com,yjones,1941-06-18,82,Female,North Darrell,2024-01-23,2025-01-22,Monthly,365 days,Visa,Auto-renew,Regular,Clothing,Horror,Tablet,Low,4.0,3,Commericial(.com)
1468,1469,Tommy Myers,cooperlee@example.net,cooperlee,1972-12-28,51,Male,West Jeffrey,2024-03-05,2025-03-05,Annual,365 days,Visa,Manual,Occasional,Books,Comedy,Smart TV,Low,3.7,9,Network(.net)
1469,1470,Robert Jennings,juliesmith@example.com,juliesmith,1979-03-10,45,Male,West Josechester,2024-03-06,2025-03-06,Annual,365 days,Amex,Manual,Regular,Electronics,Drama,Tablet,Medium,4.3,7,Commericial(.com)
1470,1471,Peter Lopez,murraysarah@example.org,murraysarah,2004-09-11,19,Male,East Jamesstad,2024-03-21,2025-03-21,Annual,365 days,Amex,Manual,Frequent,Clothing,Sci-Fi,Tablet,Medium,3.4,1,Organization(.org)
1471,1472,Jessica Doyle,cookdaniel@example.org,cookdaniel,1982-08-12,41,Female,Port Philipchester,2024-02-11,2025-02-10,Annual,365 days,Mastercard,Auto-renew,Frequent,Books,Action,Tablet,Low,4.3,2,Organization(.org)
1472,1473,Ellen Cox,freemanheather@example.com,freemanheather,1936-01-07,88,Male,New Jamesberg,2024-04-10,2025-04-10,Annual,365 days,Amex,Auto-renew,Occasional,Clothing,Action,Tablet,Low,3.2,3,Commericial(.com)
1473,1474,Holly Shaw,llewis@example.org,llewis,1974-06-30,49,Male,North Alec,2024-02-28,2025-02-27,Annual,365 days,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Smartphone,Medium,4.0,0,Organization(.org)
1474,1475,Calvin Stewart,christine46@example.net,christine46,1966-05-02,58,Female,New John,2024-04-03,2025-04-03,Monthly,365 days,Amex,Auto-renew,Regular,Clothing,Comedy,Tablet,High,3.5,6,Network(.net)
1475,1476,Jeremy Martinez,millerangela@example.org,millerangela,1973-02-01,51,Male,West Stephanieberg,2024-03-29,2025-03-29,Monthly,365 days,Amex,Auto-renew,Occasional,Clothing,Documentary,Smartphone,High,4.2,7,Organization(.org)
1476,1477,James Mcintosh,mhall@example.net,mhall,1985-10-16,38,Female,Bethanyshire,2024-01-22,2025-01-21,Monthly,365 days,Mastercard,Manual,Frequent,Books,Action,Smartphone,High,3.7,8,Network(.net)
1477,1478,Paige Tran,princedorothy@example.org,princedorothy,1958-08-21,65,Male,New Jerry,2024-01-06,2025-01-05,Annual,365 days,Amex,Manual,Regular,Books,Comedy,Smartphone,Medium,3.9,1,Organization(.org)
1478,1479,Eric Huang,miguel07@example.org,miguel07,1959-06-26,64,Male,Williamsview,2024-02-28,2025-02-27,Annual,365 days,Visa,Manual,Frequent,Electronics,Sci-Fi,Smart TV,High,5.0,0,Organization(.org)
1479,1480,Michelle Lambert DVM,donaldturner@example.com,donaldturner,1948-07-18,75,Female,North Sean,2024-03-11,2025-03-11,Annual,365 days,Mastercard,Manual,Occasional,Electronics,Action,Tablet,Low,3.4,4,Commericial(.com)
1480,1481,Daniel Garcia,tmahoney@example.org,tmahoney,1971-09-03,52,Female,Elizabethfurt,2024-03-21,2025-03-21,Monthly,365 days,Mastercard,Auto-renew,Occasional,Books,Action,Smartphone,High,5.0,3,Organization(.org)
1481,1482,Christine Porter,spennington@example.org,spennington,2001-01-25,23,Male,Port Marcus,2024-04-06,2025-04-06,Monthly,365 days,Visa,Manual,Regular,Clothing,Romance,Tablet,Medium,4.8,5,Organization(.org)
1482,1483,Sabrina Williams,njohnson@example.org,njohnson,1977-05-08,47,Male,East Michelle,2024-04-03,2025-04-03,Annual,365 days,Amex,Manual,Frequent,Electronics,Drama,Smartphone,High,4.8,9,Organization(.org)
1483,1484,Andrew Holmes,carteramy@example.com,carteramy,1983-03-29,41,Male,Meganland,2024-03-16,2025-03-16,Annual,365 days,Visa,Auto-renew,Occasional,Books,Documentary,Smart TV,Medium,3.4,0,Commericial(.com)
1484,1485,David Ferrell,elizabethbowen@example.org,elizabethbowen,1952-11-05,71,Female,South William,2024-02-13,2025-02-12,Monthly,365 days,Visa,Manual,Frequent,Clothing,Action,Tablet,Medium,4.9,5,Organization(.org)
1485,1486,Sandra Little,canturichard@example.org,canturichard,2006-01-11,18,Male,Shawnshire,2024-03-26,2025-03-26,Annual,365 days,Visa,Manual,Frequent,Electronics,Drama,Smart TV,Medium,4.6,9,Organization(.org)
1486,1487,Cindy Wilson,susan15@example.org,susan15,1995-04-07,29,Male,East William,2024-04-01,2025-04-01,Annual,365 days,Amex,Manual,Regular,Clothing,Comedy,Smart TV,Medium,3.7,6,Organization(.org)
1487,1488,Debra Logan,rachaeljones@example.net,rachaeljones,1963-06-04,60,Male,North Stevenshire,2024-02-02,2025-02-01,Monthly,365 days,Mastercard,Auto-renew,Frequent,Books,Action,Tablet,Medium,4.8,9,Network(.net)
1488,1489,Matthew Gonzales,obennett@example.com,obennett,1991-12-30,32,Female,Meganfort,2024-01-29,2025-01-28,Monthly,365 days,Amex,Manual,Occasional,Electronics,Horror,Smart TV,High,3.3,6,Commericial(.com)
1489,1490,Stephanie Alexander,wmoyer@example.com,wmoyer,1949-02-16,75,Male,Matthewfort,2024-01-03,2025-01-02,Monthly,365 days,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Medium,3.8,8,Commericial(.com)
1490,1491,Matthew Wong,ortegagrant@example.org,ortegagrant,1961-10-20,62,Male,Jessicaburgh,2024-01-07,2025-01-06,Annual,365 days,Mastercard,Manual,Frequent,Electronics,Action,Smartphone,Medium,4.1,3,Organization(.org)
1491,1492,Pamela Anthony,dadams@example.org,dadams,1982-12-26,41,Male,Romeroside,2024-01-16,2025-01-15,Monthly,365 days,Visa,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Medium,3.6,1,Organization(.org)
1492,1493,Susan Maldonado,hesterperry@example.net,hesterperry,1991-10-09,32,Female,Lake Angela,2024-03-11,2025-03-11,Annual,365 days,Amex,Auto-renew,Regular,Electronics,Drama,Tablet,High,3.1,2,Network(.net)
1493,1494,Michelle Allen,ariana79@example.com,ariana79,1991-07-03,32,Female,New Heather,2024-04-11,2025-04-11,Monthly,365 days,Mastercard,Manual,Occasional,Clothing,Drama,Smartphone,Low,4.6,2,Commericial(.com)
1494,1495,Kristin Ross,jeanetterichardson@example.com,jeanetterichardson,1967-06-19,56,Female,Matthewmouth,2024-01-22,2025-01-21,Monthly,365 days,Mastercard,Manual,Occasional,Books,Romance,Smartphone,Medium,3.0,5,Commericial(.com)
1495,1496,Amber Anderson,sandovaljasmin@example.net,sandovaljasmin,2005-07-12,18,Female,Olsonburgh,2024-02-20,2025-02-19,Annual,365 days,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Smart TV,Low,4.4,3,Network(.net)
1496,1497,Heather Singh,wilsonjoseph@example.net,wilsonjoseph,1945-11-27,78,Male,East Scott,2024-03-11,2025-03-11,Monthly,365 days,Amex,Manual,Frequent,Books,Horror,Tablet,Medium,3.7,8,Network(.net)
1497,1498,Jennifer Morales MD,bbrooks@example.com,bbrooks,1945-03-13,79,Male,Port Kevinshire,2024-03-21,2025-03-21,Annual,365 days,Visa,Manual,Occasional,Books,Romance,Smart TV,High,3.1,1,Commericial(.com)
1498,1499,Sarah Castro,jeffrey86@example.net,jeffrey86,1936-03-21,88,Female,East Jacquelinehaven,2024-04-12,2025-04-12,Annual,365 days,Visa,Manual,Regular,Clothing,Drama,Smart TV,Medium,4.5,0,Network(.net)
1499,1500,Brandon Strong,kristen50@example.org,kristen50,1993-04-08,31,Male,Port Debbie,2024-01-06,2025-01-05,Monthly,365 days,Visa,Manual,Occasional,Books,Action,Smart TV,Medium,3.4,3,Organization(.org)
1500,1501,Julie Houston,juan01@example.com,juan01,2002-04-27,22,Male,Jeffreyfort,2024-01-24,2025-01-23,Monthly,365 days,Mastercard,Auto-renew,Regular,Books,Action,Tablet,Low,4.8,6,Commericial(.com)
1501,1502,Kelly Young,omathews@example.org,omathews,1973-09-28,50,Male,Lamberttown,2024-03-02,2025-03-02,Annual,365 days,Mastercard,Manual,Occasional,Clothing,Comedy,Smart TV,Medium,4.9,5,Organization(.org)
1502,1503,Janet Bryant,dsmith@example.org,dsmith,1975-05-27,48,Female,West Margaretfort,2024-02-22,2025-02-21,Monthly,365 days,Amex,Auto-renew,Regular,Electronics,Horror,Smart TV,High,4.7,5,Organization(.org)
1503,1504,Jeffrey Reynolds,usmith@example.com,usmith,1940-06-09,83,Male,Jacksonton,2024-02-27,2025-02-26,Annual,365 days,Amex,Manual,Frequent,Electronics,Drama,Smart TV,Low,4.1,4,Commericial(.com)
1504,1505,Mitchell Johnson,scotthatfield@example.org,scotthatfield,1998-12-22,25,Female,North Vickiport,2024-04-06,2025-04-06,Monthly,365 days,Visa,Auto-renew,Occasional,Books,Horror,Smartphone,Low,4.1,0,Organization(.org)
1505,1506,Shawn Roberson,kellybrooks@example.org,kellybrooks,1978-06-17,45,Female,Lefort,2024-02-10,2025-02-09,Annual,365 days,Visa,Manual,Regular,Books,Comedy,Smartphone,Medium,4.3,9,Organization(.org)
1506,1507,Kara Wong,tiffany73@example.com,tiffany73,1959-08-20,64,Female,North Jose,2024-02-19,2025-02-18,Annual,365 days,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,Low,4.3,1,Commericial(.com)
1507,1508,Danielle Hinton,teresahill@example.net,teresahill,1946-04-09,78,Female,Port Adamburgh,2024-03-27,2025-03-27,Monthly,365 days,Amex,Manual,Occasional,Clothing,Sci-Fi,Tablet,Medium,3.7,6,Network(.net)
1508,1509,Melissa Cruz,ecunningham@example.org,ecunningham,1935-04-03,89,Male,Lewisview,2024-01-24,2025-01-23,Monthly,365 days,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Medium,3.5,8,Organization(.org)
1509,1510,Kayla Hernandez,danderson@example.net,danderson,1957-08-11,66,Female,East Robertshire,2024-02-15,2025-02-14,Annual,365 days,Amex,Manual,Occasional,Electronics,Comedy,Smartphone,Medium,3.2,9,Network(.net)
1510,1511,Elizabeth Johnson,kathymcdonald@example.com,kathymcdonald,1982-09-30,41,Female,East Shaneburgh,2024-01-15,2025-01-14,Monthly,365 days,Amex,Auto-renew,Occasional,Electronics,Documentary,Smartphone,High,4.6,9,Commericial(.com)
1511,1512,Crystal Smith,christinafarmer@example.net,christinafarmer,1984-01-12,40,Male,Lake Rachel,2024-01-11,2025-01-10,Monthly,365 days,Amex,Auto-renew,Frequent,Electronics,Drama,Tablet,Low,3.4,8,Network(.net)
1512,1513,Tiffany Gonzalez,changnicholas@example.org,changnicholas,1940-11-08,83,Male,Caseymouth,2024-01-11,2025-01-10,Annual,365 days,Visa,Auto-renew,Frequent,Clothing,Comedy,Tablet,Medium,4.6,2,Organization(.org)
1513,1514,Tammy Cook,andersonjared@example.org,andersonjared,1941-03-18,83,Male,West Joy,2024-03-28,2025-03-28,Monthly,365 days,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,Medium,4.9,9,Organization(.org)
1514,1515,Jordan Cunningham,qbanks@example.net,qbanks,1956-02-12,68,Female,New Danielle,2024-01-02,2025-01-01,Monthly,365 days,Visa,Auto-renew,Occasional,Electronics,Action,Smart TV,Medium,3.3,6,Network(.net)
1515,1516,Rodney Wright,ryancampos@example.org,ryancampos,1958-08-08,65,Male,East Robert,2024-01-08,2025-01-07,Monthly,365 days,Amex,Auto-renew,Occasional,Books,Romance,Smart TV,High,4.5,6,Organization(.org)
1516,1517,Paul Schmidt,robert54@example.com,robert54,1969-06-24,54,Female,Rebeccatown,2024-01-05,2025-01-04,Monthly,365 days,Amex,Manual,Regular,Electronics,Action,Smart TV,Low,4.7,8,Commericial(.com)
1517,1518,Jonathan Stevens,anthony62@example.net,anthony62,1983-03-29,41,Male,Murrayland,2024-02-07,2025-02-06,Annual,365 days,Visa,Auto-renew,Occasional,Books,Comedy,Smart TV,Low,4.0,1,Network(.net)
1518,1519,Robyn Campbell,jjones@example.net,jjones,1942-09-23,81,Female,Lewisborough,2024-01-15,2025-01-14,Monthly,365 days,Amex,Manual,Regular,Books,Comedy,Tablet,Medium,4.1,5,Network(.net)
1519,1520,Gary Young,warnerkrystal@example.net,warnerkrystal,1962-12-03,61,Female,Dawnland,2024-03-15,2025-03-15,Annual,365 days,Visa,Manual,Frequent,Books,Action,Tablet,Medium,4.2,3,Network(.net)
1520,1521,Michael Hill,beckerjustin@example.net,beckerjustin,1973-07-27,50,Male,Carolside,2024-02-09,2025-02-08,Monthly,365 days,Amex,Manual,Regular,Clothing,Action,Tablet,Medium,4.8,6,Network(.net)
1521,1522,David Tucker,zjohnson@example.org,zjohnson,2001-06-26,22,Female,Turnerview,2024-03-28,2025-03-28,Monthly,365 days,Mastercard,Auto-renew,Frequent,Books,Comedy,Smart TV,Low,4.6,8,Organization(.org)
1522,1523,Julie Banks,brandonmorales@example.com,brandonmorales,1937-05-10,87,Male,Kennethtown,2024-03-16,2025-03-16,Annual,365 days,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,3.5,6,Commericial(.com)
1523,1524,Paul Richardson,judith92@example.net,judith92,1956-08-31,67,Female,East Maria,2024-03-03,2025-03-03,Annual,365 days,Mastercard,Manual,Occasional,Clothing,Documentary,Smartphone,Low,4.4,8,Network(.net)
1524,1525,Richard Parsons,chadstevens@example.net,chadstevens,1964-05-29,59,Male,South Samantha,2024-01-04,2025-01-03,Annual,365 days,Mastercard,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,3.0,2,Network(.net)
1525,1526,Casey Jones,james75@example.org,james75,1967-07-27,56,Male,South Tonyland,2024-04-04,2025-04-04,Monthly,365 days,Visa,Auto-renew,Frequent,Electronics,Horror,Smart TV,Low,3.1,2,Organization(.org)
1526,1527,Lisa Adams,ghowell@example.net,ghowell,1960-08-03,63,Male,North Claudia,2024-04-14,2025-04-14,Annual,365 days,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Tablet,High,3.5,3,Network(.net)
1527,1528,Karen Stokes,lmay@example.net,lmay,1992-07-06,31,Male,Lake Michelle,2024-02-07,2025-02-06,Annual,365 days,Amex,Manual,Occasional,Electronics,Action,Tablet,Low,3.0,6,Network(.net)
1528,1529,Melanie Wagner,youngmarissa@example.com,youngmarissa,1941-04-06,83,Female,Lake Amyberg,2024-03-16,2025-03-16,Monthly,365 days,Mastercard,Auto-renew,Frequent,Books,Horror,Tablet,Medium,3.3,0,Commericial(.com)
1529,1530,Charles Robinson,curtismartin@example.com,curtismartin,1949-08-28,74,Male,Lake Angelaside,2024-02-23,2025-02-22,Annual,365 days,Mastercard,Auto-renew,Occasional,Books,Comedy,Smart TV,Low,3.9,5,Commericial(.com)
1530,1531,Larry Bass,karencardenas@example.net,karencardenas,1979-09-20,44,Male,Amandaburgh,2024-01-23,2025-01-22,Annual,365 days,Mastercard,Manual,Regular,Electronics,Documentary,Smart TV,Medium,4.2,9,Network(.net)
1531,1532,Adam Lopez,stevenallen@example.net,stevenallen,1973-04-14,51,Male,Ryanfurt,2024-01-14,2025-01-13,Annual,365 days,Visa,Manual,Regular,Clothing,Action,Smart TV,High,3.5,0,Network(.net)
1532,1533,Eric Gutierrez,julie28@example.com,julie28,1941-10-19,82,Male,Norrishaven,2024-02-11,2025-02-10,Annual,365 days,Mastercard,Auto-renew,Regular,Books,Action,Smart TV,High,4.3,0,Commericial(.com)
1533,1534,Catherine Adams,ryan82@example.org,ryan82,1990-09-08,33,Female,Lake Miguelburgh,2024-03-28,2025-03-28,Annual,365 days,Amex,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,4.9,6,Organization(.org)
1534,1535,James Garcia,meghansmith@example.org,meghansmith,1974-11-02,49,Male,Mckeemouth,2024-03-22,2025-03-22,Monthly,365 days,Amex,Manual,Frequent,Clothing,Drama,Smart TV,Low,3.1,5,Organization(.org)
1535,1536,Annette Velez,wallschase@example.net,wallschase,2001-11-28,22,Female,Pearsonfurt,2024-04-12,2025-04-12,Annual,365 days,Visa,Manual,Regular,Clothing,Horror,Smart TV,Low,3.9,10,Network(.net)
1536,1537,Brian Reynolds,bhenderson@example.net,bhenderson,1939-11-28,84,Male,Danielleland,2024-01-14,2025-01-13,Monthly,365 days,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,3.9,1,Network(.net)
1537,1538,Mario Neal,heather02@example.com,heather02,2004-08-20,19,Female,West Carolyn,2024-01-02,2025-01-01,Annual,365 days,Mastercard,Manual,Frequent,Electronics,Documentary,Tablet,Low,3.7,3,Commericial(.com)
1538,1539,Rodney Bradley,debra24@example.org,debra24,1986-07-16,37,Female,Lake Carolineburgh,2024-01-26,2025-01-25,Monthly,365 days,Amex,Manual,Frequent,Clothing,Comedy,Smartphone,Medium,4.1,9,Organization(.org)
1539,1540,Luke Raymond,dyertina@example.org,dyertina,1978-06-26,45,Male,Cynthiafort,2024-02-05,2025-02-04,Annual,365 days,Visa,Manual,Regular,Clothing,Action,Smartphone,Medium,3.5,2,Organization(.org)
1540,1541,Wendy Davis,calvin90@example.com,calvin90,1971-08-30,52,Male,Port Jonathan,2024-04-12,2025-04-12,Monthly,365 days,Amex,Manual,Occasional,Clothing,Comedy,Smartphone,High,3.4,10,Commericial(.com)
1541,1542,Latasha Cochran,waynebrown@example.net,waynebrown,1957-10-15,66,Male,Angelafurt,2024-01-17,2025-01-16,Monthly,365 days,Amex,Manual,Regular,Clothing,Romance,Smart TV,Medium,3.1,4,Network(.net)
1542,1543,Katherine Perez,mtaylor@example.com,mtaylor,1948-07-16,75,Female,Amandashire,2024-02-02,2025-02-01,Monthly,365 days,Visa,Manual,Regular,Clothing,Drama,Smart TV,High,3.3,0,Commericial(.com)
1543,1544,Tony Chung,taylormark@example.net,taylormark,2001-08-22,22,Male,Lake Alicia,2024-01-05,2025-01-04,Annual,365 days,Mastercard,Manual,Regular,Clothing,Documentary,Smart TV,Low,3.8,0,Network(.net)
1544,1545,Andrew Norris,angelarobertson@example.org,angelarobertson,1967-03-13,57,Female,Logantown,2024-04-01,2025-04-01,Annual,365 days,Visa,Manual,Frequent,Electronics,Horror,Smartphone,Medium,4.5,8,Organization(.org)
1545,1546,Charles Haney,jamescaldwell@example.org,jamescaldwell,1935-02-19,89,Male,West Johnathanview,2024-01-01,2024-12-31,Annual,365 days,Mastercard,Auto-renew,Frequent,Clothing,Documentary,Smart TV,Low,4.3,3,Organization(.org)
1546,1547,Eric Miller,shelbylopez@example.com,shelbylopez,1939-10-04,84,Male,Robertton,2024-03-30,2025-03-30,Monthly,365 days,Amex,Manual,Occasional,Books,Action,Tablet,Medium,3.0,8,Commericial(.com)
1547,1548,Anthony Carr,thomas61@example.net,thomas61,1988-10-17,35,Male,Lake Lauraville,2024-02-04,2025-02-03,Annual,365 days,Amex,Auto-renew,Regular,Clothing,Horror,Smartphone,Low,3.6,1,Network(.net)
1548,1549,Cindy Garrett,erica32@example.net,erica32,1960-06-05,63,Female,Richardsonville,2024-01-19,2025-01-18,Monthly,365 days,Amex,Auto-renew,Frequent,Books,Sci-Fi,Tablet,Medium,3.4,5,Network(.net)
1549,1550,Brandon Myers,williamsrobert@example.net,williamsrobert,1941-05-15,83,Female,Briggsfurt,2024-02-20,2025-02-19,Monthly,365 days,Amex,Manual,Regular,Books,Horror,Smartphone,High,4.0,9,Network(.net)
1550,1551,Richard Gregory,vjackson@example.org,vjackson,1956-11-24,67,Male,Veronicamouth,2024-02-18,2025-02-17,Annual,365 days,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Medium,4.5,9,Organization(.org)
1551,1552,Jason Clark MD,tracyshaffer@example.com,tracyshaffer,1970-05-11,54,Male,Paulbury,2024-02-24,2025-02-23,Monthly,365 days,Visa,Auto-renew,Regular,Books,Romance,Tablet,Medium,3.1,7,Commericial(.com)
1552,1553,Kimberly Perkins,lawsonjonathan@example.net,lawsonjonathan,1941-04-15,83,Female,Cruzchester,2024-03-11,2025-03-11,Monthly,365 days,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Medium,5.0,7,Network(.net)
1553,1554,Jason Shaw,daniel28@example.org,daniel28,1971-09-13,52,Male,Johnsonmouth,2024-02-12,2025-02-11,Monthly,365 days,Mastercard,Manual,Frequent,Electronics,Documentary,Smartphone,Low,3.6,3,Organization(.org)
1554,1555,James Dixon,robertvasquez@example.net,robertvasquez,1974-03-21,50,Male,New Wendyside,2024-01-31,2025-01-30,Monthly,365 days,Amex,Manual,Regular,Clothing,Romance,Smartphone,High,4.5,1,Network(.net)
1555,1556,Lisa Griffin,jonesallison@example.net,jonesallison,2000-05-25,23,Female,Moranview,2024-02-17,2025-02-16,Annual,365 days,Visa,Manual,Occasional,Books,Documentary,Smart TV,Low,4.4,1,Network(.net)
1556,1557,Adriana Ray,wendy28@example.com,wendy28,2002-08-14,21,Female,Jacobstad,2024-03-18,2025-03-18,Annual,365 days,Mastercard,Manual,Regular,Books,Comedy,Smart TV,High,3.7,0,Commericial(.com)
1557,1558,Robert Guerrero,marcnguyen@example.org,marcnguyen,1964-12-27,59,Female,Port Angela,2024-03-16,2025-03-16,Monthly,365 days,Mastercard,Manual,Frequent,Electronics,Drama,Smartphone,High,3.8,7,Organization(.org)
1558,1559,Julie Pierce,burtoncynthia@example.com,burtoncynthia,1933-11-30,90,Male,West Rachel,2024-02-25,2025-02-24,Monthly,365 days,Mastercard,Manual,Occasional,Electronics,Romance,Smart TV,Medium,4.2,1,Commericial(.com)
1559,1560,Kevin Arnold,robertsamanda@example.net,robertsamanda,1966-08-04,57,Female,Seantown,2024-02-02,2025-02-01,Monthly,365 days,Amex,Manual,Occasional,Clothing,Sci-Fi,Tablet,High,4.0,10,Network(.net)
1560,1561,Cynthia Carrillo,vgarcia@example.com,vgarcia,1960-02-19,64,Female,Laurieshire,2024-02-06,2025-02-05,Annual,365 days,Visa,Manual,Regular,Clothing,Drama,Smart TV,Medium,3.5,3,Commericial(.com)
1561,1562,Karen Ruiz,joshuabutler@example.net,joshuabutler,1963-02-01,61,Male,Lake Anna,2024-02-01,2025-01-31,Monthly,365 days,Visa,Auto-renew,Regular,Books,Action,Smartphone,Medium,4.3,1,Network(.net)
1562,1563,Bradley Conner,felliott@example.org,felliott,1948-12-14,75,Male,South Jennifermouth,2024-02-15,2025-02-14,Monthly,365 days,Amex,Auto-renew,Regular,Books,Documentary,Smart TV,High,3.7,0,Organization(.org)
1563,1564,Allison Williams,browncarlos@example.com,browncarlos,1973-01-14,51,Female,Michaelborough,2024-04-10,2025-04-10,Annual,365 days,Visa,Manual,Occasional,Books,Action,Smart TV,High,3.6,0,Commericial(.com)
1564,1565,Wanda Nguyen,kingkatelyn@example.com,kingkatelyn,1991-07-18,32,Male,Robertfurt,2024-01-28,2025-01-27,Annual,365 days,Amex,Auto-renew,Occasional,Electronics,Sci-Fi,Smartphone,High,3.7,4,Commericial(.com)
1565,1566,Melissa Gardner,stephanie39@example.com,stephanie39,1953-01-04,71,Female,Robertberg,2024-01-11,2025-01-10,Annual,365 days,Visa,Manual,Frequent,Electronics,Documentary,Tablet,Low,3.8,5,Commericial(.com)
1566,1567,Christina Hayes,fieldsjerry@example.net,fieldsjerry,1987-06-13,36,Male,West Lisa,2024-04-13,2025-04-13,Annual,365 days,Visa,Manual,Frequent,Clothing,Documentary,Tablet,Low,3.9,5,Network(.net)
1567,1568,Emily Smith,cruzbrandon@example.net,cruzbrandon,1939-11-13,84,Male,Owensberg,2024-03-09,2025-03-09,Monthly,365 days,Amex,Auto-renew,Regular,Books,Documentary,Smartphone,Low,4.5,7,Network(.net)
1568,1569,Darren Long,tdickerson@example.org,tdickerson,1937-11-03,86,Male,Lake Roymouth,2024-01-12,2025-01-11,Monthly,365 days,Amex,Manual,Frequent,Clothing,Drama,Smartphone,Low,4.1,9,Organization(.org)
1569,1570,Jordan Lee,dwaynesmith@example.net,dwaynesmith,1969-10-13,54,Female,New Rodneymouth,2024-01-16,2025-01-15,Monthly,365 days,Mastercard,Manual,Occasional,Electronics,Horror,Tablet,High,4.9,4,Network(.net)
1570,1571,Wendy Krause,jramos@example.com,jramos,1997-05-11,27,Male,Zacharyview,2024-03-25,2025-03-25,Annual,365 days,Amex,Auto-renew,Occasional,Books,Comedy,Smart TV,High,3.5,6,Commericial(.com)
1571,1572,Justin Luna,brownelizabeth@example.com,brownelizabeth,1939-03-27,85,Male,Mckayfurt,2024-02-19,2025-02-18,Annual,365 days,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Low,3.1,9,Commericial(.com)
1572,1573,Mark Jones,hensonjustin@example.org,hensonjustin,1947-05-28,76,Female,Lake Lisa,2024-01-24,2025-01-23,Monthly,365 days,Amex,Auto-renew,Regular,Clothing,Documentary,Smart TV,Low,3.2,10,Organization(.org)
1573,1574,Jacqueline Ferguson,psullivan@example.net,psullivan,1952-06-11,71,Female,Morrisonmouth,2024-03-23,2025-03-23,Monthly,365 days,Mastercard,Auto-renew,Regular,Electronics,Action,Smart TV,Low,4.7,7,Network(.net)
1574,1575,Michael Espinoza,zanderson@example.org,zanderson,1985-04-15,39,Male,Snyderchester,2024-02-24,2025-02-23,Monthly,365 days,Amex,Auto-renew,Frequent,Electronics,Comedy,Smartphone,Medium,3.1,10,Organization(.org)
1575,1576,Holly Lara,andrea50@example.org,andrea50,1993-03-18,31,Male,Jayland,2024-03-28,2025-03-28,Annual,365 days,Amex,Manual,Occasional,Books,Action,Smartphone,Medium,3.6,6,Organization(.org)
1576,1577,Mark Saunders,leroyhahn@example.com,leroyhahn,1987-10-13,36,Male,Brittneyfurt,2024-02-20,2025-02-19,Annual,365 days,Amex,Manual,Occasional,Clothing,Romance,Smartphone,Low,3.5,7,Commericial(.com)
1577,1578,Kyle Smith,qhall@example.net,qhall,1997-01-13,27,Male,East Andrew,2024-03-19,2025-03-19,Annual,365 days,Visa,Manual,Frequent,Clothing,Documentary,Tablet,Medium,3.4,1,Network(.net)
1578,1579,Christine Miller,charlesmacias@example.net,charlesmacias,1961-04-08,63,Female,East Jamesport,2024-03-28,2025-03-28,Annual,365 days,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Tablet,Medium,3.3,1,Network(.net)
